"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"2681","Cluster_137","evm.TU.chromosome_12.3952",0.222948626105395,0.358902756554337,0.857984167162865,160,-23.14,"2 18","171 193",17,"82.35%","82.35%","sp|P10394|POL4_DROME",6.2e-40,"Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1","tr|A0A267E582|A0A267E582_9PLAT",9.43e-104,"Uncharacterized protein OS=Macrostomum lignano GN=BOX15_Mlig019225g1 PE=4 SV=1","gb|KXJ21442.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Exaiptasia pallida]","GO:0004190; GO:0004519; GO:0003676; GO:0003964; GO:0015074","GO:0003676; GO:0015074"
"2682","Cluster_4831","evm.TU.chromosome_10.2801",-0.0746364993953604,0.761379260414297,0.96293221813484,157,-20.58,"2 21","24 45",20,"70.00%","85.00%","sp|P14381|YTX2_XENLA",5.49e-50,"Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1","tr|Q76IK4|Q76IK4_CIOIN",5.07e-66,"Pol-like protein OS=Ciona intestinalis GN=ORF2 PE=4 SV=1","gb|KXJ11515.1|",2.1e-80,"Transposon TX1 uncharacterized 149 kDa protein [Exaiptasia pallida]","",""
"2683","Cluster_1192","evm.TU.chromosome_14.7155",0.0527555660001396,0.830162370472992,0.974961977264299,171,-26.28,"2 21","632 655",21,"76.19%","85.71%",NA,NA,NA,"tr|A7SGW5|A7SGW5_NEMVE",8.91e-27,"Predicted protein OS=Nematostella vectensis GN=v1g245203 PE=4 SV=1","ref|XP_015769132.1|",8.54e-45,"PREDICTED: uncharacterized protein LOC107347685 [Acropora digitifera]",NA,""
"2684","Cluster_5061","evm.TU.chromosome_7.36",-0.165080679241608,0.499436759881932,0.90226976304389,162,-20.83,"2 21","82 107",23,"69.57%","82.61%",NA,NA,NA,"tr|A0A2B4S3J5|A0A2B4S3J5_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene10948 PE=4 SV=1","ref|XP_020601496.1|",0,"uncharacterized protein LOC110040588 isoform X1 [Orbicella faveolata]",NA,""
"2685","Cluster_137","evm.TU.chromosome_7.33",0.38951703071058,0.0992581914664824,0.674993306055983,156,-21.33,"2 19","731 754",19,"78.95%","78.95%","sp|P97292|HRH2_MOUSE",1.1e-45,"Histamine H2 receptor OS=Mus musculus GN=Hrh2 PE=2 SV=2","tr|A0A2B4S7K2|A0A2B4S7K2_STYPI",0,"Histamine H2 receptor OS=Stylophora pistillata GN=HRH2 PE=4 SV=1","ref|XP_020601206.1|",0,"histamine H2 receptor-like isoform X1 [Orbicella faveolata]","GO:0016021; GO:0005886; GO:0004969; GO:0048565; GO:0003382; GO:0001696; GO:0001698; GO:0048732; GO:0001697; GO:0006955; GO:0007613; GO:0045907; GO:0048167; GO:1901998; GO:0008542","GO:0016021; GO:0004930"
"2686","Cluster_4831","evm.TU.chromosome_7.33",0.176436172873114,0.469953313690996,0.893720801848692,160,-20.53,"2 17","368 389",15,"80.00%","86.67%","sp|P97292|HRH2_MOUSE",1.1e-45,"Histamine H2 receptor OS=Mus musculus GN=Hrh2 PE=2 SV=2","tr|A0A2B4S7K2|A0A2B4S7K2_STYPI",0,"Histamine H2 receptor OS=Stylophora pistillata GN=HRH2 PE=4 SV=1","ref|XP_020601206.1|",0,"histamine H2 receptor-like isoform X1 [Orbicella faveolata]","GO:0016021; GO:0005886; GO:0004969; GO:0048565; GO:0003382; GO:0001696; GO:0001698; GO:0048732; GO:0001697; GO:0006955; GO:0007613; GO:0045907; GO:0048167; GO:1901998; GO:0008542","GO:0016021; GO:0004930"
"2687","Cluster_3044","evm.TU.chromosome_3.522",-0.303855666794566,0.205971427145961,0.780786950543453,151,-21.12,"2 21","503 521",19,"68.42%","84.21%","sp|Q60847|COCA1_MOUSE",3.38e-42,"Collagen alpha-1(XII) chain OS=Mus musculus GN=Col12a1 PE=2 SV=3","tr|A0A2B4SL85|A0A2B4SL85_STYPI",0,"Collagen alpha-1(XII) chain OS=Stylophora pistillata GN=COL12A1 PE=4 SV=1","ref|XP_022783192.1|",0,"uncharacterized protein LOC111323994 [Stylophora pistillata]","GO:0005581; GO:0031012; GO:0005576; GO:0005615; GO:0005578; GO:0007155; GO:0035987","GO:0005581"
"2688","Cluster_2003","evm.TU.chromosome_10.2113",-0.238433728677033,0.325594601130634,0.844577245951415,143,-20.18,"2 18","149 172",18,"72.22%","72.22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689","Cluster_4831","evm.TU.chromosome_13.364",-0.18133771781783,0.457503179862472,0.890232129838733,172,-21.52,"2 17","87 108",15,"93.33%","93.33%","sp|Q93ZG9|FKB53_ARATH",1.04e-36,"Peptidyl-prolyl cis-trans isomerase FKBP53 OS=Arabidopsis thaliana GN=FKBP53 PE=1 SV=1","tr|A0A2B4RME5|A0A2B4RME5_STYPI",1.34e-156,"46 kDa FK506-binding nuclear protein OS=Stylophora pistillata GN=FKBP46 PE=4 SV=1","ref|XP_020619996.1|",0,"46 kDa FK506-binding nuclear protein-like [Orbicella faveolata]","GO:0005829; GO:0005730; GO:0005634; GO:0005528; GO:0042393; GO:0003755; GO:0000412; GO:0006334","GO:0005730; GO:0005528; GO:0003755; GO:0000412"
"2690","Cluster_4831","evm.TU.chromosome_13.2022",0.144448227028037,0.555191967917656,0.917388903233782,148,-20.09,"2 21","343 363",20,"70.00%","75.00%",NA,NA,NA,"tr|A0A2B4S439|A0A2B4S439_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene12098 PE=4 SV=1","gb|PFX23357.1|",0,"hypothetical protein AWC38_SpisGene12098 [Stylophora pistillata]",NA,""
"2691","Cluster_3331","evm.TU.chromosome_1.275",-0.245257435382498,0.311518292651407,0.838437800067197,159,-20.14,"2 21","323 345",20,"70.00%","80.00%",NA,NA,NA,NA,NA,NA,"ref|XP_006811188.1|",3.76e-07,"PREDICTED: uncharacterized protein LOC100378198 [Saccoglossus kowalevskii]",NA,NA
"2692","Cluster_3337","evm.TU.chromosome_1.275",0.00742436393704977,0.975935274371504,0.996894478496036,159,-20.14,"2 21","323 345",20,"70.00%","80.00%",NA,NA,NA,NA,NA,NA,"ref|XP_006811188.1|",3.76e-07,"PREDICTED: uncharacterized protein LOC100378198 [Saccoglossus kowalevskii]",NA,NA
"2693","Cluster_3338","evm.TU.chromosome_1.275",-0.0119989409450409,0.961116251996606,0.994933237358711,159,-20.14,"2 21","323 345",20,"70.00%","80.00%",NA,NA,NA,NA,NA,NA,"ref|XP_006811188.1|",3.76e-07,"PREDICTED: uncharacterized protein LOC100378198 [Saccoglossus kowalevskii]",NA,NA
"2694","Cluster_5061","evm.TU.chromosome_12.3544",-0.00256446747042642,0.991686736219571,0.99898103284024,175,-22.16,"2 20","915 936",18,"77.78%","94.44%","sp|P08217|CEL2A_HUMAN",9.95e-53,"Chymotrypsin-like elastase family member 2A OS=Homo sapiens GN=CELA2A PE=1 SV=1","tr|A0A1T4JH32|A0A1T4JH32_NEMVE",6.76e-118,"Trypsin-containing gene product B (Fragment) OS=Nematostella vectensis GN=trypsinB PE=2 SV=1","ref|XP_015768955.1|",2.05e-175,"PREDICTED: chymotrypsin-like elastase family member 2A [Acropora digitifera]","GO:0005829; GO:0005576; GO:0005615; GO:0036457; GO:0004175; GO:0017171; GO:0004252; GO:0070268","GO:0016020; GO:0004252"
"2695","Cluster_3037","evm.TU.chromosome_4.915",-0.000616211991337304,0.998002387533074,0.99976483573377,161,-20.4,"2 20","897 916",18,"77.78%","83.33%",NA,NA,NA,NA,NA,NA,"ref|XP_020629030.1|",7.11e-45,"uncharacterized protein LOC110066166 [Orbicella faveolata]",NA,NA
"2696","Cluster_1453","evm.TU.chromosome_13.1707",0.194610616572527,0.424652251968339,0.880187177509229,167,-22.38,"2 20","892 913",18,"77.78%","83.33%","sp|Q9BV99|LRC61_HUMAN",1.24e-48,"Leucine-rich repeat-containing protein 61 OS=Homo sapiens GN=LRRC61 PE=2 SV=1","tr|A0A2B4RUE4|A0A2B4RUE4_STYPI",2.42e-79,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","ref|XP_022799533.1|",2.85e-132,"leucine-rich repeat-containing protein 61-like [Stylophora pistillata]","",""
"2697","Cluster_4831","evm.TU.chromosome_5.127",0.321322152370422,0.179782727482186,0.761897727330575,150,-20.25,"2 11","512 533",9,"100.00%","100.00%","sp|Q13253|NOGG_HUMAN",6.3e-39,"Noggin OS=Homo sapiens GN=NOG PE=1 SV=1","tr|A0A2B4RTR5|A0A2B4RTR5_STYPI",7.81e-90,"Noggin OS=Stylophora pistillata GN=NOG PE=4 SV=1","ref|XP_020606328.1|",9.86e-144,"noggin-like [Orbicella faveolata]","GO:0005576; GO:0005615; GO:0019955; GO:0042803; GO:0055009; GO:0048318; GO:0030509; GO:0061312; GO:0051216; GO:0021533; GO:0009953; GO:0042733; GO:0060272; GO:0048706; GO:0003203; GO:0001706; GO:0001837; GO:0060325; GO:0060825; GO:0061384; GO:0001701; GO:0060173; GO:0060425; GO:0003149; GO:0001707; GO:0042474; GO:0008045; GO:2001234; GO:0048712; GO:0030514; GO:0090090; GO:0060044; GO:0061037; GO:0030336; GO:0060302; GO:1905006; GO:0045668; GO:0060394; GO:0000122; GO:0007399; GO:0001839; GO:0001843; GO:0048570; GO:0001649; GO:0003151; GO:0061626; GO:0021983; GO:0090190; GO:0050679; GO:0010628; GO:0090193; GO:0045944; GO:0060513; GO:2000313; GO:0001501; GO:0035019; GO:0061053; GO:0021510; GO:0060676; GO:0003223; GO:0060412; GO:0042060","GO:0030514; GO:0045596"
"2698","Cluster_3730","evm.TU.chromosome_11.2267",-0.205076928817053,0.399659898376345,0.872283363651427,162,-20.46,"2 20","260 283",20,"75.00%","80.00%","sp|Q95NR9|CALM_METSE",8.97e-67,"Calmodulin OS=Metridium senile PE=1 SV=3","tr|A0A2B4RRI6|A0A2B4RRI6_STYPI",1.21e-84,"Calmodulin OS=Stylophora pistillata GN=3 PE=4 SV=1","ref|XP_020604205.1|",1.42e-94,"calmodulin-A-like [Orbicella faveolata]","GO:0005509","GO:0005509"
"2699","Cluster_1473","evm.TU.chromosome_11.2264",0.115407119702936,0.638016470035998,0.937480123136328,167,-20.25,"2 21","184 206",20,"75.00%","85.00%",NA,NA,NA,"tr|A0A2B4SD29|A0A2B4SD29_STYPI",1.19e-41,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene8989 PE=4 SV=1","gb|PFX26345.1|",1.84e-41,"hypothetical protein AWC38_SpisGene8989 [Stylophora pistillata]",NA,"GO:0016021"
"2700","Cluster_3331","evm.TU.chromosome_13.3031",0.0731180562723272,0.766103733702077,0.963740629551096,158,-22.6,"2 20","485 511",23,"69.57%","73.91%","sp|Q6PAV2|HERC4_MOUSE",2.01e-31,"Probable E3 ubiquitin-protein ligase HERC4 OS=Mus musculus GN=Herc4 PE=1 SV=2","tr|A0A2B4S9Z3|A0A2B4S9Z3_STYPI",0,"Ultraviolet-B receptor UVR8 OS=Stylophora pistillata GN=UVR8 PE=4 SV=1","ref|XP_020610432.1|",0,"uncharacterized protein LOC110049003 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0001650; GO:0061630; GO:0004842; GO:0030154; GO:0016567; GO:0007283","GO:0005525; GO:0003924; GO:0004590; GO:0006207"
"2701","Cluster_3337","evm.TU.chromosome_13.3031",-0.227003294547906,0.349999355067601,0.854679160159873,158,-22.6,"2 20","485 511",23,"69.57%","73.91%","sp|Q6PAV2|HERC4_MOUSE",2.01e-31,"Probable E3 ubiquitin-protein ligase HERC4 OS=Mus musculus GN=Herc4 PE=1 SV=2","tr|A0A2B4S9Z3|A0A2B4S9Z3_STYPI",0,"Ultraviolet-B receptor UVR8 OS=Stylophora pistillata GN=UVR8 PE=4 SV=1","ref|XP_020610432.1|",0,"uncharacterized protein LOC110049003 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0001650; GO:0061630; GO:0004842; GO:0030154; GO:0016567; GO:0007283","GO:0005525; GO:0003924; GO:0004590; GO:0006207"
"2702","Cluster_3338","evm.TU.chromosome_13.3031",-0.252897172177509,0.296198896543133,0.831333879913471,158,-22.6,"2 20","485 511",23,"69.57%","73.91%","sp|Q6PAV2|HERC4_MOUSE",2.01e-31,"Probable E3 ubiquitin-protein ligase HERC4 OS=Mus musculus GN=Herc4 PE=1 SV=2","tr|A0A2B4S9Z3|A0A2B4S9Z3_STYPI",0,"Ultraviolet-B receptor UVR8 OS=Stylophora pistillata GN=UVR8 PE=4 SV=1","ref|XP_020610432.1|",0,"uncharacterized protein LOC110049003 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0001650; GO:0061630; GO:0004842; GO:0030154; GO:0016567; GO:0007283","GO:0005525; GO:0003924; GO:0004590; GO:0006207"
"2703","Cluster_9082","evm.TU.chromosome_13.3031",-0.0634983174100299,0.796212111782886,0.969190153969579,155,-20.21,"2 21","484 506",20,"70.00%","75.00%","sp|Q6PAV2|HERC4_MOUSE",2.01e-31,"Probable E3 ubiquitin-protein ligase HERC4 OS=Mus musculus GN=Herc4 PE=1 SV=2","tr|A0A2B4S9Z3|A0A2B4S9Z3_STYPI",0,"Ultraviolet-B receptor UVR8 OS=Stylophora pistillata GN=UVR8 PE=4 SV=1","ref|XP_020610432.1|",0,"uncharacterized protein LOC110049003 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0001650; GO:0061630; GO:0004842; GO:0030154; GO:0016567; GO:0007283","GO:0005525; GO:0003924; GO:0004590; GO:0006207"
"2704","Cluster_4640","evm.TU.chromosome_14.1733",-0.286561977337265,0.234265305931206,0.798780618398207,162,-22.15,"2 18","316 337",17,"88.24%","88.24%","sp|B2RX12|MRP3_MOUSE",4.13e-49,"Canalicular multispecific organic anion transporter 2 OS=Mus musculus GN=Abcc3 PE=1 SV=1","tr|A0A2B4S5Z2|A0A2B4S5Z2_STYPI",1.26e-73,"Multidrug resistance-associated protein 4 OS=Stylophora pistillata GN=ABCC4 PE=4 SV=1","ref|XP_020629951.1|",7.37e-76,"multidrug resistance-associated protein 4-like [Orbicella faveolata]","GO:0016323; GO:0005887; GO:0005524; GO:0042626; GO:0008514; GO:0008559; GO:0015722; GO:0006855; GO:0042908","GO:0016021; GO:0005524; GO:0042626"
"2705","Cluster_4640","evm.TU.chromosome_9.2490",0.349899112614942,0.141962091866197,0.72774236735787,172,-22.07,"2 21","554 575",19,"78.95%","84.21%",NA,NA,NA,"tr|A0A2B4RFN8|A0A2B4RFN8_STYPI",0,"Amidase OS=Stylophora pistillata GN=AWC38_SpisGene19768 PE=4 SV=1","ref|XP_020628362.1|",0,"uncharacterized protein LOC110065553 isoform X1 [Orbicella faveolata]",NA,"GO:0004040; GO:0016757; GO:0006004"
"2706","Cluster_9000","evm.TU.chromosome_8.121",-0.382214489481509,0.106323982118858,0.684688916001943,164,-21.45,"2 19","126 146",17,"76.47%","94.12%",NA,NA,NA,"tr|A0A2B4SBX2|A0A2B4SBX2_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene7079 PE=4 SV=1","ref|XP_020631104.1|",0,"uncharacterized protein LOC110068076 [Orbicella faveolata]",NA,""
"2707","Cluster_4531","evm.TU.chromosome_10.484",0.148136536376928,0.545026195833535,0.914748764854764,171,-21,"2 21","175 197",20,"80.00%","85.00%",NA,NA,NA,"tr|A0A2B4RZH1|A0A2B4RZH1_STYPI",1.88e-125,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene11569 PE=4 SV=1","ref|XP_020630514.1|",0,"uncharacterized protein LOC110067515 [Orbicella faveolata]",NA,""
"2708","Cluster_995","evm.TU.chromosome_8.1261",0.0827325326468748,0.736329218951707,0.958122903885847,168,-20.55,"2 21","819 840",19,"78.95%","78.95%",NA,NA,NA,"tr|A0A2B4T035|A0A2B4T035_STYPI",0,"Pro-Pol polyprotein OS=Stylophora pistillata GN=pol PE=4 SV=1","gb|PFX34158.1|",0,"Pro-Pol polyprotein [Stylophora pistillata]",NA,"GO:0003676; GO:0008270; GO:0015074"
"2709","Cluster_3293","evm.TU.chromosome_8.1198",-0.305248086384284,0.203796235518538,0.779295748884383,156,-22.72,"2 13","240 260",11,"90.91%","100.00%","sp|Q9Y4W2|LAS1L_HUMAN",3.16e-28,"Ribosomal biogenesis protein LAS1L OS=Homo sapiens GN=LAS1L PE=1 SV=2","tr|A0A2B4SFC2|A0A2B4SFC2_STYPI",8.2e-150,"Ribosomal biogenesis protein LAS1L OS=Stylophora pistillata GN=LAS1L PE=4 SV=1","ref|XP_020603191.1|",0,"uncharacterized protein LOC110042186 isoform X1 [Orbicella faveolata]","GO:0005737; GO:0016020; GO:0071339; GO:0005730; GO:0005654; GO:0030687; GO:0003723; GO:0006325; GO:0000478; GO:0000460; GO:0000470; GO:0006364",""
"2710","Cluster_4646","evm.TU.chromosome_8.1196",0.167963863288051,0.491867469433564,0.90001114298869,154,-20.62,"2 21","218 243",23,"65.22%","78.26%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711","Cluster_4640","evm.TU.chromosome_14.6176",0.0774529941188481,0.752637518579656,0.961227954685556,172,-23.18,"2 21","323 344",19,"73.68%","89.47%",NA,NA,NA,"tr|A0A2B4SH88|A0A2B4SH88_STYPI",3.12e-155,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene5150 PE=4 SV=1","ref|XP_020610813.1|",0,"uncharacterized protein LOC110049364 [Orbicella faveolata]",NA,"GO:0003677; GO:0004518; GO:0008270"
"2712","Cluster_4640","evm.TU.chromosome_14.6177",0.015827880911565,0.948721852438142,0.993190412221348,172,-23.18,"2 21","323 344",19,"73.68%","89.47%","sp|Q3T0G1|THAP1_BOVIN",2.98e-08,"THAP domain-containing protein 1 OS=Bos taurus GN=THAP1 PE=2 SV=1","tr|A0A2B4SLU3|A0A2B4SLU3_STYPI",0,"THAP domain-containing protein 6 OS=Stylophora pistillata GN=THAP6 PE=4 SV=1","gb|PFX30043.1|",0,"THAP domain-containing protein 6 [Stylophora pistillata]","GO:0001650; GO:0005634; GO:0016605; GO:0042803; GO:0000978; GO:0043565; GO:0008270; GO:0007049; GO:0001935; GO:0000122; GO:0007346; GO:0006355; GO:0006351","GO:0003677"
"2713","Cluster_492","evm.TU.chromosome_12.447",0.266124078074404,0.270780880518721,0.818654277693356,162,-21.45,"2 20","238 263",22,"72.73%","77.27%","sp|Q9FR44|PEAM1_ARATH",1.28e-96,"Phosphoethanolamine N-methyltransferase 1 OS=Arabidopsis thaliana GN=NMT1 PE=1 SV=1","tr|A0A2B4S389|A0A2B4S389_STYPI",3.37e-176,"Phosphoethanolamine N-methyltransferase 1 OS=Stylophora pistillata GN=NMT1 PE=4 SV=1","gb|PFX23067.1|",5.23e-176,"phosphoethanolamine N-methyltransferase 1-like [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0008168; GO:0000234; GO:0042425; GO:0006656; GO:0009555; GO:0009860; GO:0010183; GO:0048528; GO:0009826","GO:0008168"
"2714","Cluster_492","evm.TU.chromosome_12.446",0.124426308419302,0.611789261233772,0.931355798730246,161,-20.06,"2 21","927 952",23,"73.91%","82.61%","sp|D3Z8N4|KLH20_RAT",4.17e-132,"Kelch-like protein 20 OS=Rattus norvegicus GN=Klhl20 PE=3 SV=1","tr|A0A2B4S0X5|A0A2B4S0X5_STYPI",0,"Kelch-like protein 20 OS=Stylophora pistillata GN=Klhl20 PE=4 SV=1","ref|XP_020614319.1|",0,"kelch-like protein 3 [Orbicella faveolata]","GO:0030424; GO:0031463; GO:0005737; GO:0005829; GO:0030425; GO:0048471; GO:0016605; GO:0005802; GO:0003779; GO:0019964; GO:0004842; GO:0006895; GO:0043066; GO:0043161; GO:1990390; GO:0015031; GO:0016567; GO:0035455",""
"2715","Cluster_4044","evm.TU.chromosome_5.591",0.206852828139829,0.395500722723809,0.870834543220482,167,-22.13,"2 21","61 83",20,"75.00%","85.00%","sp|F6QEU4|LIN41_XENTR",6.89e-30,"E3 ubiquitin-protein ligase TRIM71 OS=Xenopus tropicalis GN=trim71 PE=3 SV=1","tr|A0A2B4R5E6|A0A2B4R5E6_STYPI",5.65e-102,"E3 ubiquitin-protein ligase TRIM71 OS=Stylophora pistillata GN=trim71 PE=4 SV=1","ref|XP_020603830.1|",7.82e-141,"E3 ubiquitin-protein ligase TRIM71-like [Orbicella faveolata]","GO:0000932; GO:0035198; GO:0004842; GO:0008270; GO:0010172; GO:0008543; GO:0000082; GO:0035278; GO:0010586; GO:0021915; GO:0051865; GO:0060964; GO:2000177; GO:0072089","GO:0005622; GO:0016874; GO:0008270"
"2716","Cluster_4425","evm.TU.chromosome_5.591",0.0245993488130272,0.920375194141332,0.989208923193489,160,-21.09,"2 19","536 556",17,"76.47%","88.24%","sp|F6QEU4|LIN41_XENTR",6.89e-30,"E3 ubiquitin-protein ligase TRIM71 OS=Xenopus tropicalis GN=trim71 PE=3 SV=1","tr|A0A2B4R5E6|A0A2B4R5E6_STYPI",5.65e-102,"E3 ubiquitin-protein ligase TRIM71 OS=Stylophora pistillata GN=trim71 PE=4 SV=1","ref|XP_020603830.1|",7.82e-141,"E3 ubiquitin-protein ligase TRIM71-like [Orbicella faveolata]","GO:0000932; GO:0035198; GO:0004842; GO:0008270; GO:0010172; GO:0008543; GO:0000082; GO:0035278; GO:0010586; GO:0021915; GO:0051865; GO:0060964; GO:2000177; GO:0072089","GO:0005622; GO:0016874; GO:0008270"
"2717","Cluster_8986","evm.TU.chromosome_14.277",0.216157447708984,0.374101329253715,0.863508858506859,158,-20.45,"2 21","75 95",19,"73.68%","78.95%","sp|Q7ZV03|VP26B_DANRE",0,"Vacuolar protein sorting-associated protein 26B OS=Danio rerio GN=vps26b PE=2 SV=1","tr|T2MCX5|T2MCX5_HYDVU",0,"Vacuolar protein sorting-associated protein 26B (Fragment) OS=Hydra vulgaris GN=VPS26B PE=2 SV=1","ref|XP_022804025.1|",0,"LOW QUALITY PROTEIN: vacuolar protein sorting-associated protein 26B-like [Stylophora pistillata]","GO:0005829; GO:0005768; GO:0030904; GO:0008565; GO:0006886; GO:0042147",""
"2718","Cluster_9082","evm.TU.chromosome_5.1469",-0.116715169800555,0.634186176162367,0.936544567081088,167,-24.31,"2 20","269 290",18,"77.78%","83.33%",NA,NA,NA,"tr|A0A2B4R8N7|A0A2B4R8N7_STYPI",4.21e-44,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene23268 PE=4 SV=1","ref|XP_020608712.1|",9.59e-71,"uncharacterized protein LOC110047308 isoform X2 [Orbicella faveolata]",NA,"GO:0007165"
"2719","Cluster_995","evm.TU.chromosome_12.3033",0.2698843181525,0.263811138255845,0.815005890474881,166,-27.09,"2 21","69 93",22,"77.27%","81.82%",NA,NA,NA,NA,NA,NA,"ref|XP_020616251.1|",2.62e-135,"uncharacterized protein LOC110054238 [Orbicella faveolata]",NA,NA
"2720","Cluster_1473","evm.TU.chromosome_3.1107",-0.107122362451066,0.662477238381613,0.942798752442662,166,-20.81,"2 20","596 619",20,"80.00%","80.00%","sp|P23468|PTPRD_HUMAN",3.05e-66,"Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD PE=1 SV=2","tr|A0A2B4RTC0|A0A2B4RTC0_STYPI",0,"Titin OS=Stylophora pistillata GN=TTN PE=4 SV=1","ref|XP_015777614.1|",0,"PREDICTED: receptor-type tyrosine-protein phosphatase delta-like isoform X7 [Acropora digitifera]","GO:0070062; GO:0005887; GO:0005886; GO:0050839; GO:0005102; GO:0005001; GO:0007157; GO:0030182; GO:0006796; GO:0050775; GO:0051965; GO:0097105; GO:0006470; GO:0007185","GO:0016021; GO:0005524; GO:0004713"
"2721","Cluster_5061","evm.TU.chromosome_14.186",-0.322447926291859,0.178175932437312,0.7607131249004,161,-20.62,"2 20","699 723",21,"76.19%","80.95%","sp|Q61555|FBN2_MOUSE",6.44e-23,"Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2","tr|A7RFG1|A7RFG1_NEMVE",2.18e-27,"Predicted protein OS=Nematostella vectensis GN=v1g236282 PE=4 SV=1","ref|XP_020631030.1|",0,"uncharacterized protein LOC110068010 [Orbicella faveolata]","GO:0031012; GO:0005576; GO:0001527; GO:0005578; GO:0005509; GO:0005201; GO:0060346; GO:0043010; GO:0048048; GO:0030326; GO:0035108; GO:0030501; GO:0045669; GO:0035583",""
"2722","Cluster_5061","evm.TU.chromosome_7.2808",-0.0620691133056778,0.800710020252918,0.969990553824903,156,-22.52,"2 21","455 476",19,"57.89%","84.21%","sp|Q8BLJ3|PLCX3_MOUSE",1.92e-68,"PI-PLC X domain-containing protein 3 OS=Mus musculus GN=Plcxd3 PE=1 SV=1","tr|A0A2B4RBZ7|A0A2B4RBZ7_STYPI",0,"PI-PLC X domain-containing protein 3 OS=Stylophora pistillata GN=Plcxd3 PE=4 SV=1","ref|XP_020603061.1|",0,"PI-PLC X domain-containing protein 3-like [Orbicella faveolata]","GO:0005737; GO:0008081; GO:0004871; GO:0016042","GO:0008081; GO:0006629"
"2723","Cluster_1453","evm.TU.chromosome_13.3239",0.435860482988262,0.0621217894735935,0.605355482028094,163,-23.01,"2 21","304 327",21,"71.43%","80.95%","sp|P16086|SPTN1_RAT",0,"Spectrin alpha chain, non-erythrocytic 1 OS=Rattus norvegicus GN=Sptan1 PE=1 SV=2","tr|A0A2B4S4N9|A0A2B4S4N9_STYPI",0,"Spectrin alpha chain, non-erythrocytic 1 OS=Stylophora pistillata GN=Sptan1 PE=4 SV=1","ref|XP_020626459.1|",0,"spectrin alpha chain, non-erythrocytic 1-like [Orbicella faveolata]","GO:0030863; GO:0032437; GO:0005829; GO:0070062; GO:1903561; GO:0005916; GO:0016328; GO:0016020; GO:0043209; GO:0033270; GO:0005886; GO:0043234; GO:0008091; GO:0030018; GO:0003779; GO:0045296; GO:0005509; GO:0005516; GO:0032403; GO:0046982; GO:0047485; GO:0030507; GO:0019905; GO:0031532; GO:0051693","GO:0005509"
